id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation,duration,km
132519,22172,12,NA,1,NA,NA,15.0,108.0,2013-01-01 09:45:00,1/1/2013 9:45,0,0,1/1/2013 9:21,12.95185,77.69642,Not Entered,Not Entered,0,NA,NA
132531,22189,24,NA,1,NA,NA,1.0,32.0,2013-01-12 08:00:00,1/14/2013 0:00,1,0,1/1/2013 12:17,12.930451,77.685822,Not Entered,Not Entered,0,NA,NA
132539,22192,54,NA,1,NA,NA,15.0,32.0,2013-01-05 08:30:00,1/5/2013 0:00,0,0,1/1/2013 14:40,12.97896,77.67345,Not Entered,Not Entered,0,NA,NA
132697,22275,28,NA,1,NA,NA,1.0,152.0,2013-01-04 09:30:00,1/4/2013 9:30,1,0,1/3/2013 12:19,12.90796,77.62418,Not Entered,Not Entered,0,NA,NA
132760,22310,87,NA,1,NA,NA,1.0,32.0,2013-01-06 07:30:00,1/6/2013 0:00,1,0,1/4/2013 9:32,12.93022,77.56039,Not Entered,Not Entered,0,NA,NA
132780,22318,65,NA,1,NA,NA,15.0,32.0,2013-01-05 08:00:00,1/6/2013 0:00,0,0,1/4/2013 12:43,12.849482,77.663187,Not Entered,Not Entered,0,NA,NA
132781,22319,87,NA,1,NA,NA,1.0,32.0,2013-01-05 06:00:00,1/5/2013 6:00,1,0,1/4/2013 12:51,12.92645,77.61206,Not Entered,Not Entered,0,NA,NA
132791,22323,65,NA,1,NA,NA,15.0,29.0,2013-01-09 06:00:00,1/12/2013 0:00,0,0,1/4/2013 14:40,13.05121,77.54113,Not Entered,Not Entered,0,NA,NA
132907,22385,12,NA,1,NA,NA,15.0,32.0,2013-01-05 22:45:00,1/5/2013 0:00,0,0,1/5/2013 15:29,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
132911,22387,12,NA,1,NA,NA,15.0,32.0,2013-01-06 06:45:00,1/6/2013 0:00,0,0,1/5/2013 16:24,12.92073,77.66482,Not Entered,Not Entered,0,NA,NA
132964,22412,12,NA,1,NA,NA,15.0,160.0,2013-01-06 08:00:00,1/6/2013 8:00,0,0,1/5/2013 23:51,12.94788,77.67092,Not Entered,Not Entered,0,NA,NA
133022,22445,54,NA,1,NA,NA,1.0,32.0,2013-01-19 07:00:00,1/19/2013 7:00,1,0,1/6/2013 14:57,12.92415,77.67229,Not Entered,Not Entered,0,NA,NA
133098,22480,12,NA,1,NA,NA,15.0,29.0,2013-01-10 07:30:00,1/13/2013 0:00,0,0,1/7/2013 12:25,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
133245,5120,12,NA,1,NA,NA,15.0,64.0,2013-01-09 07:45:00,1/10/2013 7:45,1,0,1/8/2013 23:46,12.98712,77.56624,Not Entered,Not Entered,0,NA,NA
133311,22589,54,NA,1,NA,NA,1.0,32.0,2013-01-13 06:00:00,1/13/2013 0:00,1,0,1/9/2013 19:06,12.99313,77.59828,Not Entered,Not Entered,0,NA,NA
133312,22591,65,NA,1,NA,NA,15.0,61.0,2013-01-12 06:00:00,1/13/2013 0:00,1,0,1/9/2013 19:15,12.96298,77.71229,Not Entered,Not Entered,0,NA,NA
133355,22617,12,NA,1,NA,NA,15.0,146.0,2013-01-11 16:00:00,1/11/2013 0:00,0,0,1/10/2013 8:41,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
133371,22627,87,NA,1,NA,NA,31.0,13.0,2013-02-08 01:00:00,2/10/2013 0:00,1,0,1/10/2013 12:46,12.91873,77.61494,Not Entered,Not Entered,0,NA,NA
133393,18046,12,NA,1,NA,NA,1.0,179.0,2013-01-12 02:00:00,1/13/2013 2:00,1,0,1/10/2013 15:59,12.99049,77.69798,Not Entered,Not Entered,0,NA,NA
133445,19390,12,NA,1,NA,NA,15.0,131.0,2013-01-12 06:00:00,1/13/2013 0:00,0,0,1/10/2013 22:24,12.869805,77.653211,Not Entered,Not Entered,0,NA,NA
133515,7321,12,NA,1,NA,NA,15.0,146.0,2013-01-12 12:00:00,1/13/2013 0:00,0,0,1/11/2013 13:37,12.934477,77.611284,Not Entered,Not Entered,0,NA,NA
133554,22724,28,NA,1,NA,NA,1.0,55.0,2013-01-18 09:00:00,1/1/1970 9:00,1,0,1/11/2013 19:22,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
133557,22726,54,NA,1,NA,NA,1.0,31.0,2013-01-12 01:00:00,1/14/2013 0:00,1,0,1/11/2013 19:31,12.913301,77.685592,Not Entered,Not Entered,0,NA,NA
133598,22754,12,NA,1,NA,NA,15.0,29.0,2013-01-12 12:00:00,1/14/2013 0:00,0,0,1/12/2013 0:36,12.914535,77.631658,Not Entered,Not Entered,0,NA,NA
133610,18669,12,NA,1,NA,NA,15.0,29.0,2013-01-12 14:30:00,1/13/2013 14:30,0,0,1/12/2013 9:36,13.017436,77.64458,Not Entered,Not Entered,0,NA,NA
133622,22765,65,NA,1,NA,NA,15.0,55.0,2013-01-14 10:00:00,1/17/2013 0:00,0,0,1/12/2013 10:51,13.19956,77.70688,Not Entered,Not Entered,0,NA,NA
133653,8865,12,NA,1,NA,NA,15.0,24.0,2013-01-13 08:00:00,1/13/2013 0:00,0,0,1/12/2013 15:41,12.970926,77.647321,Not Entered,Not Entered,0,NA,NA
133686,22791,65,NA,1,NA,NA,15.0,108.0,2013-01-14 07:30:00,1/14/2013 7:30,0,0,1/12/2013 18:46,12.94788,77.67092,Not Entered,Not Entered,0,NA,NA
133688,22793,54,NA,1,NA,NA,15.0,32.0,2013-01-13 08:00:00,1/13/2013 0:00,0,0,1/12/2013 18:51,12.96691,77.74935,Not Entered,Not Entered,0,NA,NA
133697,20860,12,NA,1,NA,NA,15.0,32.0,2013-01-13 05:00:00,1/13/2013 0:00,0,0,1/12/2013 19:51,12.907487,77.64729,Not Entered,Not Entered,0,NA,NA
133713,22805,54,NA,1,NA,NA,15.0,32.0,2013-01-13 06:00:00,1/13/2013 0:00,0,0,1/12/2013 22:15,12.92645,77.61206,Not Entered,Not Entered,0,NA,NA
133716,22807,54,NA,1,NA,NA,15.0,32.0,2013-01-13 09:00:00,1/13/2013 0:00,0,0,1/12/2013 22:49,12.97672,77.64927,Not Entered,Not Entered,0,NA,NA
133722,22810,87,NA,1,NA,NA,15.0,32.0,2013-01-13 06:00:00,1/13/2013 0:00,0,0,1/12/2013 23:38,12.849482,77.663187,Not Entered,Not Entered,0,NA,NA
133724,18577,12,NA,1,NA,NA,15.0,32.0,2013-01-13 10:00:00,1/13/2013 0:00,0,0,1/13/2013 0:02,12.96691,77.74935,Not Entered,Not Entered,0,NA,NA
133726,22811,12,NA,1,NA,NA,15.0,146.0,2013-01-13 04:00:00,1/14/2013 4:00,0,0,1/13/2013 0:33,12.96691,77.74935,Not Entered,Not Entered,0,NA,NA
133732,22815,87,NA,1,NA,NA,1.0,55.0,2013-01-13 09:00:00,1/14/2013 9:00,1,0,1/13/2013 1:33,12.959979,77.647998,Not Entered,Not Entered,0,NA,NA
133733,22816,65,NA,1,NA,NA,15.0,108.0,2013-01-13 06:30:00,1/13/2013 6:30,0,0,1/13/2013 4:09,13.017436,77.64458,Not Entered,Not Entered,0,NA,NA
133747,22815,12,NA,1,NA,NA,15.0,32.0,2013-01-13 11:00:00,1/13/2013 11:00,0,0,1/13/2013 9:46,12.959979,77.647998,Not Entered,Not Entered,0,NA,NA
133760,22837,12,NA,1,NA,NA,15.0,189.0,2013-01-14 10:30:00,1/14/2013 10:30,0,0,1/13/2013 11:37,13.01508,77.67796,Not Entered,Not Entered,0,NA,NA
133772,22845,54,NA,1,NA,NA,15.0,147.0,2013-01-14 06:30:00,1/14/2013 0:00,1,0,1/13/2013 12:19,13.03504,77.62341,Not Entered,Not Entered,0,NA,NA
133774,3468,28,NA,1,NA,NA,15.0,32.0,2013-01-14 05:00:00,1/14/2013 0:00,0,0,1/13/2013 12:27,12.96519,77.71932,Not Entered,Not Entered,0,NA,NA
